,Job Title,Company,Location,Salary,Search Term
6156,RECORDS CENTER SPECIALIST,"
        University of Washington Medical Center","Seattle, WA","$3,007 - $4,008 a month",Seattle
6157,Senior <b>Data</b> <b>Scientist</b>,"
        Zillow","Seattle, WA 98101 <span style=""font-size: smaller"">(Downtown area)</span>",NaN,Seattle
6158,Lead <b>Data</b> Pipeline Engineer,"
    LiveStories","Seattle, WA",NaN,Seattle
6159,Senior <b>Data</b> <b>Scientist</b>,"
        Civitas Learning","Austin, TX 78703",NaN,Austin
6160,Engineering <b>Scientist</b> - R and D Acoustics Engineering Scient...,"
        University of Texas at Austin","Austin, TX","$6,250 - $10,833 a month",Austin
6161,Machine Learning and Computational Engineering Researcher,"
        ARM","Austin, TX",NaN,Austin
6162,Research Engineering/ <b>Scientist</b> Associate III (Exempt),"
        University of Texas at Austin","Austin, TX","$4,166 a month",Austin
6163,Principal Financial Analyst - Programming &amp; <b>Data</b> Analysis,"
        RetailMeNot, Inc.","Austin, TX",NaN,Austin
6164,Senior Research <b>Scientist</b> (Principal Investigator level),"
    Gibson - An Education Consulting &amp; Research Group","Austin, TX 78746","$110,000 - $150,000 a year",Austin
6165,<b>Data</b> Architect – London based,"
        Zilliant","Austin, TX 78704 <span style=""font-size: smaller"">(South Lamar-South Congress area)</span>",NaN,Austin
6166,<b>Data</b> Architect,"
        CCC Information Services Inc.","Austin, TX",NaN,Austin
6167,Machine Learning Software Engineer,"
    Graftek Imaging","Austin, TX 78757 <span style=""font-size: smaller"">(Crestview area)</span>",NaN,Austin
6168,Research Analyst - Media,"
        Spectrum","Austin, TX",NaN,Austin
6169,"Developer/Analyst I, Computational Biology","
        Asuragen","Austin, TX",NaN,Austin
6170,Associate Research <b>Scientist</b>,"
        Pearson","Austin, TX",NaN,Austin
6171,Business Analytics Developer,"
        Dell","Austin, TX 73301 <span style=""font-size: smaller"">(St Edwards area)</span>",NaN,Austin
6172,<b>Data</b> Engineer,"
        General Electric","Austin, TX 73344",NaN,Austin
6173,Chief <b>Data</b> Architect,"
    Unizin","Austin, TX 78701 <span style=""font-size: smaller"">(Downtown area)</span>",NaN,Austin
6174,Senior <b>Data</b> <b>Scientist</b>,"
    Tiger Analytics","Austin, TX",NaN,Austin
6175,Statistical Programmer,"
    ResearchPoint Global","Austin, TX 78735",NaN,Austin
6176,Research Engineering/ <b>Scientist</b> Assistant,"
        University of Texas at Austin","Austin, TX","$2,813 a month",Austin
6177,Sr Hadoop Developer,"
        HomeAway","Austin, TX",NaN,Austin
6178,Senior Statistical Analyst,"
        Health &amp; Human Services Comm","Austin, TX","$5,259 - $6,941 a month",Austin
6179,Research <b>Scientist</b>,"
    Senseye","Austin, TX","$75,000 - $90,000 a year",Austin
6180,Jr. Technology Research Analyst,"
        Keller Williams","Austin, TX 78746",NaN,Austin
6181,Research Analyst,"
        Objectwin Technology Inc","Austin, TX",NaN,Austin
6182,IT Applications Manager – Master <b>Data</b> Management,"
        National Instruments","Austin, TX",NaN,Austin
6183,Engineering <b>Scientist</b> - GPS <b>Data</b> Analyst,"
        University of Texas at Austin","Austin, TX","$6,250 - $10,833 a month",Austin
6184,Principal Machine Learning Engineer,"
        Rocket Software","Austin, TX",NaN,Austin
6185,<b>Data</b> Engineer,"
    Get Smart Content","Austin, TX 78702 <span style=""font-size: smaller"">(Rosewood area)</span>",NaN,Austin
6186,Machine Learning Intern (Summer 2017),"
        Rocket Software","Austin, TX",NaN,Austin
6187,<b>Data</b> Science Manager,"
        Indeed","Austin, TX 78731",NaN,Austin
6188,Director of Analytics,"
        DentaQuest","Austin, TX 78759 <span style=""font-size: smaller"">(Arboretum area)</span>",NaN,Austin
6189,Machine Learning Algorithm Developer Engineer,"
    ThisWay","Austin, TX",NaN,Austin
6190,Lead Molecular Technologist,"
        Clinical Pathology Laboratories","Austin, TX",NaN,Austin
6191,Security Research Analyst,"
        Arbor","Austin, TX",NaN,Austin
6192,"Accelerator <b>Scientist</b>, SVP","
        State Street","Austin, TX 78701 <span style=""font-size: smaller"">(Downtown area)</span>",NaN,Austin
6193,Lead Optical Engineer,"
        Magic Leap, Inc.","Austin, TX",NaN,Austin
6194,QA Engineer / Software Development,"
    Simple [A]","Austin, TX",NaN,Austin
6195,Software Engineer,"
    SparkCognition","Austin, TX",NaN,Austin
6196,Experienced Clinical LC-MS/MS Operator,"
        Genotox Laboratories","Austin, TX 78744",NaN,Austin
6197,Customer Care Tier 1 Specialist,"
        Natera","Austin, TX 78731",NaN,Austin
6198,<b>Data</b> <b>Scientist</b> II - (B2),"
        Applied Materials Inc.","Austin, TX",NaN,Austin
6199,Senior Diffractive Optics Engineer,"
        Magic Leap, Inc.","Austin, TX",NaN,Austin
6200,"SW Development Engineer (C++, machine learning)","
        Mentor Graphics","Austin, TX",NaN,Austin
6201,R&amp;D Process Engineering Technician,"
        Magic Leap, Inc.","Austin, TX",NaN,Austin
6202,<b>Data</b> Analytic Manager,"
        eClerx LLC","Austin, TX",NaN,Austin
6203,Billing Reimbursement Specialist III,"
        Natera","Austin, TX 78731",NaN,Austin
6204,Permitting Specialist,"
    JE Compliance","Austin, TX 78701 <span style=""font-size: smaller"">(Downtown area)</span>","$40,000 - $47,000 a year",Austin
6205,Billing Reimbursement Specialist III,"
        Natera","Austin, TX 78731",NaN,Austin
6206,Operations Research <b>Scientist</b>,"
        General Electric","Austin, TX 73344",NaN,Austin
6207,Bioinformatics Specialist-Metagenomics/Proteomics,"
        Signature Science, LLC","Austin, TX 78759 <span style=""font-size: smaller"">(Arboretum area)</span>","$90,000 a year",Austin
6208,R&amp;D Process Engineering Technician,"
        Magic Leap, Inc.","Austin, TX",NaN,Austin
6209,<b>Data</b> Management Specialist,"
    Bestica","Austin, TX",NaN,Austin
6210,"3M HIS Specialist, Algorithm <b>Data</b> Engineers (Multiple Locati...","
        3M","Austin, TX 78753 <span style=""font-size: smaller"">(Windsor Hills area)</span>",NaN,Austin
6211,Postdoctoral Fellow,"
        University of Texas at Austin","Austin, TX","$4,000 a month",Austin
6212,IRIS Database Developer,"
        Dell","Austin, TX 73301 <span style=""font-size: smaller"">(St Edwards area)</span>",NaN,Austin
6213,Senior Economist,"
        HomeAway","Austin, TX",NaN,Austin
6214,Expert Big <b>Data</b> Architect,"
        Acxiom","Austin, TX",NaN,Austin
6215,Analytics Portfolio Marketing Leader,"
        IBM","Austin, TX",NaN,Austin
6216,<b>Data</b> <b>Scientist</b>,"
    Vectra Networks","Austin, TX",NaN,Austin
6217,Associate Product Manager,"
    Accruent, Inc.","Austin, TX",NaN,Austin
6218,Senior Microsoft BI Developer,"
        Microsemi","Austin, TX 78744",NaN,Austin
6219,Site Inventory Team Lead,"
        VWR","Austin, TX",NaN,Austin
6220,Summer - Strategic Research Analyst - Strategic Planning,"
        Texas Department of Transportation","Austin, TX",$11.75 - $16.00 an hour,Austin
6221,Staff <b>Scientist</b>,"
    Bioo Scientific Corp.","Austin, TX 78744",NaN,Austin
6222,<b>Data</b> <b>Scientist</b>,"
    MAP Health Management, LLC","Austin, TX",NaN,Austin
6223,Senior Machine Learning Developer,"
    TrendKite","Austin, TX",NaN,Austin
6224,Sr. Malware Analyst,"
        Cypress HCM","Austin, TX",NaN,Austin
6225,<b>Data</b> <b>Scientist</b>,"
        Signature Science, LLC","Austin, TX 78759 <span style=""font-size: smaller"">(Arboretum area)</span>",NaN,Austin
6226,Software Developer Internship,"
    Ticom","Austin, TX",NaN,Austin
6227,Content Engineering - Client Services Lead &amp; Trainer,"
    Simple [A]","Austin, TX 78701 <span style=""font-size: smaller"">(Downtown area)</span>",NaN,Austin
6228,<b>Data</b> <b>Scientist</b> - Consultant,"
    Clarity Insights","Austin, TX",NaN,Austin
6229,Software Developer Internship,"
        CACI","Austin, TX 73344",NaN,Austin
6230,Billing System Configuration Coordinator,"
        Natera","Austin, TX 78731",NaN,Austin
6231,Malware <b>Data</b> <b>Scientist</b>,"
    SparkCognition","Austin, TX",NaN,Austin
6232,Computer <b>Scientist</b>/Software Engineer,"
        Signature Science, LLC","Austin, TX 78759 <span style=""font-size: smaller"">(Arboretum area)</span>","$79,000 a year",Austin
6233,<b>Data</b> <b>Scientist</b>,"
    SparkCognition","Austin, TX",NaN,Austin
6234,Assistant Geologist,"
        Terracon","Austin, TX 78735",NaN,Austin
6235,Report Analyst / Developer,"
    RISC Networks","Austin, TX 78731",NaN,Austin
6236,Head of Growth - Marketing and Sales Leader,"
    Simple [A]","Austin, TX 78701 <span style=""font-size: smaller"">(Downtown area)</span>",NaN,Austin
6237,Summer Engineering Co-Op,"
        Dana Corp.","Leander, TX 78641",NaN,Austin
6238,Chief Architect,"
        The Advisory Board Company","Austin, TX 78759 <span style=""font-size: smaller"">(Arboretum area)</span>",NaN,Austin
6239,<b>Data</b> <b>Scientist</b> (S),"
        ViaSat","Austin, TX",NaN,Austin
6240,Environmental Intern,"
        HDR","Austin, TX",NaN,Austin
6241,Software Engineer,"
        Signature Science, LLC","Austin, TX 78759 <span style=""font-size: smaller"">(Arboretum area)</span>",NaN,Austin
6242,Bioinformatics Analyst – 020,"
    Bioo Scientific Corp.","Austin, TX 78744",NaN,Austin
6243,Missing Information Coordinator,"
        Natera","Austin, TX 78731",NaN,Austin
6244,Engineering <b>Scientist</b> - HF Geo Algortihm Developer,"
        University of Texas at Austin","Austin, TX","$6,250 - $10,833 a month",Austin
6245,"Manager, Reimbursement","
        Natera","Austin, TX 78731",NaN,Austin
6246,<b>Data</b> Engineer,"
        Indeed","Austin, TX 78731",NaN,Austin
6247,Engineering <b>Scientist</b> - Information Systems Engineering Spec...,"
        University of Texas at Austin","Austin, TX","$6,250 - $10,833 a month",Austin
6248,Head of Professional Services,"
    Simple [A]","Austin, TX 78701 <span style=""font-size: smaller"">(Downtown area)</span>",NaN,Austin
6249,Senior Strategic Communications Coordinator,"
        HDR","Austin, TX",NaN,Austin
6250,Research <b>Scientist</b> for Computer Vision / Machine Learning,"
        NVIDIA","Austin, TX",NaN,Austin
6251,Account Manager,"
        Wunderman","Austin, TX",NaN,Austin
6252,Computer Science - <b>Data</b> Structures &amp; Algorithm Analysis,"
        Concordia University Texas","Austin, TX",NaN,Austin
6253,"Vice President, Advanced Analytics","
        CLEAResult","Austin, TX",NaN,Austin
6254,"Policy Research Analyst - Temporary, FT and PT","
    Morningside Research and Consulting","Austin, TX",$15 - $25 an hour,Austin
6255,Laboratory <b>Data</b> <b>Scientist</b>,"
        Clinical Pathology Laboratories","Austin, TX",NaN,Austin
6256,Principal Software Architect - Austin,"
        General Electric","Austin, TX 73344",NaN,Austin
6257,Senior Principal Software Engineer (Big <b>Data</b>),"
        The Advisory Board Company","Austin, TX 78759 <span style=""font-size: smaller"">(Arboretum area)</span>",NaN,Austin
6258,<b>Data</b> <b>Scientist</b> II,"
        Early Warning Services","Austin, TX 78746",NaN,Austin
6259,"<b>Scientist</b> II, Research","
        Asuragen","Austin, TX",NaN,Austin
6260,Computer Science - <b>Data</b> Structures &amp; Algorithm Analysis,"
        Concordia University Texas","Austin, TX",NaN,Austin
6261,Senior Software <b>Scientist</b>,"
        Thermo Fisher Scientific","Austin, TX 73344",NaN,Austin
6262,Sr. <b>Data</b> <b>Scientist</b> - Sort Ranking &amp; Relevance,"
        HomeAway","Austin, TX",NaN,Austin
6263,<b>Data</b> <b>Scientist</b>,"
        Indeed","Austin, TX 78731",NaN,Austin
6264,Principal Software Architect - Austin,"
        General Electric","Austin, TX 73344",NaN,Austin
6265,<b>Data</b> <b>Scientist</b>,"
    Tiger Analytics","Austin, TX",NaN,Austin
6266,Jr. Art Director,"
        Wunderman","Austin, TX",NaN,Austin
6267,Senior Technical Writer,"
        Continuum","Austin, TX",NaN,Austin
6268,<b>Data</b> <b>Scientist</b>,"
        Rocket Software","Austin, TX",NaN,Austin
6269,Engagement Manager,"
        Zilliant","Austin, TX 78704 <span style=""font-size: smaller"">(South Lamar-South Congress area)</span>",NaN,Austin
6270,<b>Data</b> <b>Scientist</b>,"
        CreditCards.com","Austin, TX 78759 <span style=""font-size: smaller"">(Arboretum area)</span>",NaN,Austin
6271,Software Development Engineer,"
        Cray","Austin, TX 78730",NaN,Austin
6272,<b>Data</b> <b>Scientist</b>,"
        Roc Search","Austin, TX",NaN,Austin
6273,Billing Call Center Representative,"
        Natera","Austin, TX 78731",NaN,Austin
6274,"Senior <b>Scientist</b>, Diagnostic Products","
        Asuragen","Austin, TX",NaN,Austin
6275,"Manager, Psychometric and Research Services","
        Pearson","Austin, TX",NaN,Austin
6276,Billing Call Center Representative,"
        Natera","Austin, TX 78731",NaN,Austin
6277,"Senior Software Engineer, Austin","
    Lithium","Austin, TX",NaN,Austin
6278,"Senior <b>Scientist</b>, Diagnostic Products","
        Asuragen","Austin, TX",NaN,Austin
6279,<b>Data</b> <b>Scientist</b>,"
        Wargaming America","Austin, TX",NaN,Austin
6280,Senior Software Engineer,"
    SparkCognition","Austin, TX",NaN,Austin
6281,Billing Reimbursement - Refunds Specialist,"
        Natera","Austin, TX 78731",NaN,Austin
6282,Financial Officer - Business Services Manager,"
        University of Texas at Austin","Austin, TX","$7,500 a month",Austin
6283,Recruiter,"
    protocol gateways","Austin, TX",NaN,Austin
6284,Information Security Engineer,"
        NewComLink","Austin, TX 78746",NaN,Austin
6285,Asbestos/Mold Consultant,"
        Terracon","Austin, TX 78735",NaN,Austin
6286,Jr. Copywriter,"
        Wunderman","Austin, TX",NaN,Austin
6287,Digital Marketing Specialist,"
        Wunderman","Austin, TX",NaN,Austin
6288,"Associate Director, Revenue Cycle Management (RCM)","
        Natera","Austin, TX 78731",NaN,Austin
6289,Sales Strategy &amp; Analytics Manager,"
    National Instruments","Austin, TX",NaN,Austin
6290,<b>Data</b> <b>Scientist</b> Intern (Summer 2017),"
        Rocket Software","Austin, TX",NaN,Austin
6291,Intern - Environmental <b>Scientist</b> Associate,"
        City of Austin","Austin, TX",$16.14 an hour,Austin
6292,Medical Lab <b>Scientist</b>,"
        The Austin Diagnostic Clinic","Austin, TX",NaN,Austin
6293,Senior Big <b>Data</b> Backend Engineer,"
        Computer Futures","Austin, TX",NaN,Austin
6294,Inspector VII,"
        Dept of State Health Services","Austin, TX","$4,124 - $5,301 a month",Austin
6295,"Associate Director, Revenue Cycle Management (RCM)","
        Natera","Austin, TX 78731",NaN,Austin
6296,Senior Big <b>Data</b> Backend Engineer,"
        Computer Futures","Austin, TX",NaN,Austin
6297,Intern - Environmental <b>Scientist</b> Associate,"
        City of Austin","Austin, TX",$16.14 an hour,Austin
6298,<b>Data</b> <b>Scientist</b> - Sort &amp; Relevance,"
        Computer Futures","Austin, TX",NaN,Austin
6299,Project Accountant,"
        WSP | Parsons Brinckerhoff","Austin, TX",NaN,Austin
6300,JavaScript Developer,"
    Oscar Technology","Austin, TX","$120,000 a year",Austin
6301,Medical Lab <b>Scientist</b>,"
        The Austin Diagnostic Clinic","Austin, TX",NaN,Austin
6302,"Senior Software Engineer, Austin","
        Lithium Technologies","Austin, TX 78746",NaN,Austin
6303,<b>Data</b> <b>Scientist</b>,"
    YouEarnedIt","Austin, TX",NaN,Austin
6304,JavaScript Developer,"
    Oscar Technology","Austin, TX","$120,000 a year",Austin
6305,Architectural/Structural CAD Technician,"
    Wiss, Janney, Elstner Associates","Austin, TX",NaN,Austin
6306,Human Resources Business Partner,"
        Natera","Austin, TX 78731",NaN,Austin
6307,Insurance Verification Specialist,"
        Natera","Austin, TX 78731",NaN,Austin
6308,"Laboratory Supervisor, Microbiology (Days)","
    Lighthouse Recruiting","Austin, TX","$80,000 - $100,000 a year",Austin
6309,Research Associate - Inorganic Sedimentary Geochemist,"
        University of Texas at Austin","Austin, TX","$6,250 - $8,333 a month",Austin
6310,Research Associate - R and D <b>Data</b> <b>Scientist</b>,"
        University of Texas at Austin","Austin, TX","$7,083 - $9,166 a month",Austin
6311,"Principal Product Manager, Marketplace Ranking","
        HomeAway","Austin, TX",NaN,Austin
6312,Architectural/Structural CAD Technician,"
    Wiss, Janney, Elstner Associates","Austin, TX",NaN,Austin
6313,"Principal Product Manager, Marketplace Ranking","
        HomeAway","Austin, TX",NaN,Austin
6314,Research <b>Scientist</b>,"
        University of Texas at Austin","Austin, TX","$8,333 - $10,000 a month",Austin
6315,Research Engineering/ <b>Scientist</b> Associate II (Exempt) - Natu...,"
        University of Texas at Austin","Austin, TX","$4,583 a month",Austin
6316,Research Engineering/ <b>Scientist</b> Associate III (Exempt) - Ful...,"
        University of Texas at Austin","Austin, TX","$5,416 a month",Austin
6317,Engineering <b>Scientist</b> Associate - Information Systems Engine...,"
        University of Texas at Austin","Austin, TX","$5,400 - $6,500 a month",Austin
6318,Insurance Payment Poster,"
        Natera","Austin, TX 78731",NaN,Austin
6319,Architectural/Structural CAD Technician - San Antonio,"
    Wiss, Janney, Elstner Associates","Austin, TX",NaN,Austin
6320,Engineering <b>Scientist</b> Associate - Software Defined Radio Rec...,"
        University of Texas at Austin","Austin, TX","$5,400 - $6,500 a month",Austin
6321,Medical Technologist/Clinical Laboratory <b>Scientist</b> PRN,"
        SCHRYVER MEDICAL, LLC","Kyle, TX 78640",NaN,Austin
6322,Entry- Level Engineer / <b>Scientist</b> / Health and Safety,"
    Antea®Group","Austin, TX 78759 <span style=""font-size: smaller"">(Arboretum area)</span>",NaN,Austin
6323,Full Stack JavaScript Developer - MEAN stack,NaN,"Austin, TX 78701 <span style=""font-size: smaller"">(Downtown area)</span>","$80,000 - $120,000 a year",Austin
6324,Senior <b>Data</b> <b>Scientist</b> - Revenue Management,"
        HomeAway","Austin, TX",NaN,Austin
6325,Senior <b>Data</b> <b>Scientist</b> - Content,"
        HomeAway","Austin, TX",NaN,Austin
6326,Machine Learning Systems Intern,"
        Intel","Hillsboro, OR 97124",NaN,Portland
6327,Statistician - Research,"
    Portland VA Research Foundation","Portland, OR",NaN,Portland
6328,Statistician,"
        Intel","Hillsboro, OR 97124",NaN,Portland
6329,Part-Time <b>Data</b> Labeler I or II (DOE),"
        Cambia Health","Portland, OR",NaN,Portland
6330,<b>DATA</b> ENGINEER / <b>DATA</b> <b>SCIENTIST</b>,"
        HP","Vancouver, WA",NaN,Portland
6331,2017 Research <b>Scientist</b>,"
        Intel","Hillsboro, OR 97124",NaN,Portland
6332,Vice President of <b>Data</b> Science/Machine Learning,"
        SureID","Hillsboro, OR",NaN,Portland
6333,Principal <b>Data</b> Architect,"
        FamilyCare Health","Portland, OR",NaN,Portland
6334,Corporate Research Operations Analyst,"
        DiscoverOrg","Vancouver, WA",NaN,Portland
6335,Research <b>Scientist</b> Internship,"
        Intel","Hillsboro, OR 97124",NaN,Portland
6336,AQS Machine Learning Intern,"
        Intel","Hillsboro, OR 97124",NaN,Portland
6337,Traditional Markets Research Analyst,"
        BMO Financial Group","Portland, OR",NaN,Portland
6338,Physicist/<b>Scientist</b> V - (E5),"
        Applied Materials Inc.","Hillsboro, OR 97124",NaN,Portland
6339,Professional Wetland <b>Scientist</b>,"
    Hart Crowser, Inc.","Portland, OR 97239 <span style=""font-size: smaller"">(Homestead area)</span>",NaN,Portland
6340,"Market Research, Sr. Analyst","
        NIKE INC","Portland, OR",NaN,Portland
6341,<b>Data</b> Sciences Manager,"
        TransCore","Beaverton, OR",NaN,Portland
6342,"<b>Scientist</b> II, Fermentation","
    AbSci","Portland, OR 97239 <span style=""font-size: smaller"">(Homestead area)</span>",NaN,Portland
6343,<b>Data</b> <b>Scientist</b>,"
        Intel","Hillsboro, OR 97124",NaN,Portland
6344,Embedded Algorithm Developer,"
        Intel","Hillsboro, OR 97124",NaN,Portland
6345,Fabrication Support Specialist,"
        VWR","Hillsboro, OR",NaN,Portland
6346,<b>Data</b> <b>Scientist</b>,"
        Intel","Hillsboro, OR 97124",NaN,Portland
6347,Quantitative Risk Analyst,"
        U.S. Bank","Portland, OR",NaN,Portland
6348,Post Doctoral Scholar,"
        Oregon Health &amp; Science University","Portland, OR","$47,484 a year",Portland
6349,Research Analyst,"
        JLL","Portland, OR",NaN,Portland
6350,Medical Policy Research Analyst,"
        Cambia Health","Portland, OR",NaN,Portland
6351,Corporate Research Analyst,"
        DiscoverOrg","Vancouver, WA",NaN,Portland
6352,Research Analyst 1,"
        Oregon Health &amp; Science University","Portland, OR",$17.44 - $24.32 an hour,Portland
6353,Environmental Sciences Team Lead,"
        Parametrix, Inc.","Portland, OR 97232 <span style=""font-size: smaller"">(Kerns area)</span>",NaN,Portland
6354,Research Analyst,"
        JLL","Portland, OR",NaN,Portland
6355,Undergraduate Intern- Machine Learning Algorithms,"
        Intel","Hillsboro, OR 97124",NaN,Portland
6356,Model Risk Analyst - Portland,"
        Umpqua Bank","Portland, OR",NaN,Portland
6357,Software Engineer,"
        Renaissance Learning, Inc.","Vancouver, WA 98662",NaN,Portland
6358,SQL Database Developer,"
        Vesta Corporation","Portland, OR 97223",NaN,Portland
6359,<b>Data</b> <b>Scientist</b>,"
        Lam Research","Tualatin, OR 97062",NaN,Portland
6360,Research <b>Scientist</b>,"
        Northwest Evaluation Association","Portland, OR 97209 <span style=""font-size: smaller"">(Pearl District area)</span>",NaN,Portland
6361,<b>Data</b> <b>Scientist</b>,"
        comScore","Portland, OR",NaN,Portland
6362,Director <b>Data</b> Science,"
        WSI Nationwide","Portland, OR","$160,000 - $180,000 a year",Portland
6363,<b>Data</b> <b>Scientist</b>,"
        comScore","Portland, OR",NaN,Portland
6364,<b>Data</b> <b>Scientist</b> Internship - Marketing,"
        Cambia Health","Portland, OR",NaN,Portland
6365,Wireless Signal Processing and Architecture Resear,"
        Intel","Hillsboro, OR 97124",NaN,Portland
6366,Chemistry Technical Manager,"
    Cannabis Testing Facility","Portland, OR",$22 an hour,Portland
6367,"<b>Data</b> Science Engineer I, <b>Data</b> Science Engineer II or Senior...","
        Cambia Health","Portland, OR",NaN,Portland
6368,Quantitative Analyst,"
    Aspen Capital","Beaverton, OR 97005 <span style=""font-size: smaller"">(Central Beaverton area)</span>",NaN,Portland
6369,<b>Data</b> <b>Scientist</b> Internship – <b>Data</b> Visualization,"
        Cambia Health","Portland, OR",NaN,Portland
6370,Postdoctoral Fellow,"
        Oregon Health &amp; Science University","Portland, OR","$43,692 a year",Portland
6371,Corporate Account Manager,"
    Acumen Executive Search","Beaverton, OR 97006 <span style=""font-size: smaller"">(Triple Creek area)</span>","$100,000 a year",Portland
6372,Drug Discovery Associate,"
    Schrodinger","Portland, OR 97204 <span style=""font-size: smaller"">(Downtown area)</span>",NaN,Portland
6373,"Spec, QA/Compliance/Safety - Vancouver, WA","
        Quest Diagnostics","Vancouver, WA 98664 <span style=""font-size: smaller"">(Marrion area)</span>",NaN,Portland
6374,<b>Data</b> <b>Scientist</b> Internship - Deep Learning,"
        Cambia Health","Portland, OR",NaN,Portland
6375,Analyst - Market Research,"
        Market Strategies International, Inc.","Portland, OR",NaN,Portland
6376,Staff Software Engineer,"
        Walmart eCommerce","Portland, OR 97204 <span style=""font-size: smaller"">(Downtown area)</span>",NaN,Portland
6377,Sr. Water Resources Project Engineer/Project Manager,"
        Otak","Vancouver, WA 98660 <span style=""font-size: smaller"">(Carter Park area)</span>",NaN,Portland
6378,<b>Data</b> <b>Scientist</b> Internship - Natural Language Processing,"
        Cambia Health","Portland, OR",NaN,Portland
6379,Senior Product Owner,"
        ENGIE","Portland, OR",NaN,Portland
6380,PHYSICAL <b>SCIENTIST</b> / BIOLOGIST,"
        Wilson Construction","Canby, OR 97013",NaN,Portland
6381,"Analytical Research Associate, Fermentation","
    AbSci","Portland, OR 97239 <span style=""font-size: smaller"">(Homestead area)</span>",NaN,Portland
6382,Research Psychologist,"
    Portland Psychotherapy Clinic, Research, &amp; Trainin...","Portland, OR",NaN,Portland
6383,Provider Analytics Manager I-IV (DOE),"
        Cambia Health","Portland, OR",NaN,Portland
6384,Software Engineer - Frontend (Portland),"
        Airbnb","Portland, OR",NaN,Portland
6385,User Experience Manager - 2205,"
        CDK Global","Portland, OR",NaN,Portland
6386,Software Engineer III - 16381,"
        CDK Global","Portland, OR",NaN,Portland
6387,Water Resources Project Engineer,"
        Otak","Portland, OR 97204 <span style=""font-size: smaller"">(Downtown area)</span>",NaN,Portland
6388,"Artificial Intelligence, Machine Learning Developer Communit...","
        Protingent","Hillsboro, OR",NaN,Portland
6389,Sr. Project Engineer/Project Manager,"
        Otak","Portland, OR 97204 <span style=""font-size: smaller"">(Downtown area)</span>",NaN,Portland
6390,Digital Marketing (<b>Data</b> <b>Scientist</b>),"
    Kennedy Unlimited Inc, Professional Staffing","Portland, OR","$100,000 - $130,000 a year",Portland
6391,SR Software Product Manager - 14922,"
        CDK Global","Portland, OR",NaN,Portland
6392,Laboratory Quality Manager,"
    Cannabis Testing Facility","Portland, OR",$18 - $22 an hour,Portland
6393,Electronics Technician,"
    David Evans and Associates, Inc.","Vancouver, WA",NaN,Portland
6394,Electronics Technician,"
        David Evans &amp; Associates","Vancouver, WA",NaN,Portland
6395,Staff Software Engineer,"
        Marketo","Portland, OR",NaN,Portland
6396,Electrical Engineer Internship,"
    Metron, Inc.","Portland, OR",NaN,Portland
6397,<b>Data</b> <b>Scientist</b>,"
        Cambia Health","Portland, OR",NaN,Portland
6398,Electrical Engineer,"
    Metron, Inc.","Portland, OR",NaN,Portland
6399,"HPC Research <b>Scientist</b> - Power Management Architecture, Powe...","
        Intel","Hillsboro, OR 97124",NaN,Portland
6400,Medical Technologist,"
        Providence Health &amp; Services","Milwaukie, OR 97222 <span style=""font-size: smaller"">(Milwaukie Business-Industry area)</span>",NaN,Portland
6401,Medical Technologist-Nights,"
        Providence Health &amp; Services","Portland, OR 97240 <span style=""font-size: smaller"">(Hosford area)</span>",NaN,Portland
6402,Medical Laboratory <b>Scientist</b>,"
        The Vancouver Clinic","Salmon Creek, WA",NaN,Portland
6403,Mechanical Engineer Lead,"
        FEI Company","Hillsboro, OR 97124",NaN,Portland
6404,PROJECT SURVEYOR,"
    AKS Engineering &amp; Forestry","Tualatin, OR 97062",NaN,Portland
6405,Medical Lab <b>Scientist</b> - On Call,"
        The Vancouver Clinic","Salmon Creek, WA",NaN,Portland
6406,Garment (Inventory) Technician,"
        VWR","Hillsboro, OR",NaN,Portland
6407,Medical Lab <b>Scientist</b> - On Call,"
        The Vancouver Clinic","Salmon Creek, WA",NaN,Portland
6408,Director of training and clinical operations,"
    Portland Psychotherapy Clinic, Research, &amp; Trainin...","Portland, OR",NaN,Portland
6409,D2i Development Initiator/Development Coordinator,"
        FEI Company","Hillsboro, OR 97124",NaN,Portland
6410,Medical Laboratory <b>Scientist</b> Full Time,"
        The Vancouver Clinic","Salmon Creek, WA",NaN,Portland
6411,Sr .NET Software Engineer,"
        VanderHouwen","Portland, OR",NaN,Portland
6412,"Registered Nurse Coordinator - Hematology/Medical Oncology,...","
        Oregon Health &amp; Science University","Portland, OR",NaN,Portland
6413,Senior Lead Mechanical Engineer,"
    LightSource Consulting","Portland, OR 97205 <span style=""font-size: smaller"">(Northwest area)</span>",NaN,Portland
6414,Medical Technologist- On call,"
        Providence Health &amp; Services","Portland, OR 97240 <span style=""font-size: smaller"">(Hosford area)</span>",NaN,Portland
6415,<b>Data</b> <b>Scientist</b> / Digital Analyst,"
        NPR","Washington, DC",NaN,Washington%2C+DC
6416,<b>Data</b> Subject Matter Expert,"
    Axiologic Solutions","Washington, DC",NaN,Washington%2C+DC
6417,<b>Data</b> Science Professional,"
        Freddie Mac","McLean, VA 22102",NaN,Washington%2C+DC
6418,<b>Data</b> Science Evangelist,"
    DataRobot","Washington, DC",NaN,Washington%2C+DC
6419,SAS Statistician/Research Analyst,"
    Associated Veterans, LLC","Washington, DC 20210 <span style=""font-size: smaller"">(Capitol Hill area)</span>",NaN,Washington%2C+DC
