,Job Title,Company,Location,Salary,Search Term
2780,<b>Data</b> <b>Scientist</b>,"        KPMG","Philadelphia, PA",NaN,Philadelphia
2781,Senior Statistical Programmer- Remote,"        PRA Health Sciences","Blue Bell, PA",NaN,Philadelphia
2782,"<b>Scientist</b> - Analytical Chemist HPLC , Empower , Dissolution","        PPD","Collegeville, PA",NaN,Philadelphia
2783,Enterprise <b>Data</b> Architect,"        Medecision","Wayne, PA",NaN,Philadelphia
2784,Downstream <b>Scientist</b> - Large Molecule,"        Eurofins","Spring House, PA",NaN,Philadelphia
2785,Senior Statistical Programmer (Pharmaceutical) *REMOTE,"        Personify","Philadelphia, PA 19136 <span style=""font-size: smaller"">(Mayfield area)</span>",NaN,Philadelphia
2786,Program Manager - <b>Data</b> Analysis/Insider Threat,"    Pamir Consulting","Philadelphia, PA","$50,000 - $120,000 a year",Philadelphia
2787,Analytics-Technical Team Lead,"        Reed Elsevier","Philadelphia, PA",NaN,Philadelphia
2788,Process Analytics <b>Scientist</b>,"    Eurofins Lancaster Laboratories Professional Scien...","West Point, PA",NaN,Philadelphia
2789,Business Analyst,"        Reed Elsevier","Philadelphia, PA",NaN,Philadelphia
2790,Post-doctoral Fellow,"    University of Pennsylvania - Perelman School of Me...","Philadelphia, PA",NaN,Philadelphia
2791,Research <b>Scientist</b>/Senior <b>Scientist</b> Target Identification &amp;...,"    Immunome, Inc.","Philadelphia, PA",NaN,Philadelphia
2792,"<b>Scientist</b> - Analytical Chemist HPLC , Empower , Dissolution","        PPD","Collegeville, PA",NaN,Philadelphia
2793,Biochemical Support <b>Scientist</b>,"    Eurofins Lancaster Laboratories Professional Scien...","Spring House, PA",NaN,Philadelphia
2794,"Principal Statistician, Target Sciences","        GlaxoSmithKline","Collegeville, PA 19426",NaN,Philadelphia
2795,Biochemist - West Chester,"        SGS","West Chester, PA",NaN,Philadelphia
2796,BIOINFORMATICS PROGRAMMER ANALYST JR/SR,"        University of Pennsylvania","Philadelphia, PA",NaN,Philadelphia
2797,BIG <b>DATA</b> RESEARCH ANALYST,"        University of Pennsylvania","Philadelphia, PA",NaN,Philadelphia
2798,Technical Service <b>Scientist</b>,"        Evonik","Horsham, PA",NaN,Philadelphia
2799,Computational Chemistry &amp; Molecular Design,"        GlaxoSmithKline","Collegeville, PA 19426",NaN,Philadelphia
2800,Customer Sales <b>Data</b> Specialist,"        VWR","Radnor, PA",NaN,Philadelphia
2801,Principal Statistician,"        GlaxoSmithKline","Collegeville, PA 19426",NaN,Philadelphia
2802,Sr. Statistical Programmer,"        Icon plc","North Wales, PA",NaN,Philadelphia
2803,Quantitative Research Analyst,"        Susquehanna International Group","Philadelphia, PA",NaN,Philadelphia
2804,<b>Scientist</b> II (Associate),"        Planet Pharma","West Point, PA 19486",NaN,Philadelphia
2805,RESEARCH SPECIALIST C,"        University of Pennsylvania","Philadelphia, PA",NaN,Philadelphia
2806,SAS/Statistical Programmer,"    Adaptimmune USA","Philadelphia, PA 19112 <span style=""font-size: smaller"">(Marconi Plaza-Packer Park area)</span>",NaN,Philadelphia
2807,Pilot Plant <b>Scientist</b>,"    Eurofins Lancaster Laboratories Professional Scien...","West Point, PA",NaN,Philadelphia
2808,Downstream <b>Scientist</b>,"        Eurofins","West Point, PA",NaN,Philadelphia
2809,Clinical Specialist Permanent and Temporary,"    ACI Clinical","Bala-Cynwyd, PA",NaN,Philadelphia
2810,<b>Data</b> <b>Scientist</b>,"    Aristalytics","Philadelphia, PA",NaN,Philadelphia
2811,Validation <b>Scientist</b>,"        GlaxoSmithKline","King of Prussia, PA",NaN,Philadelphia
2812,Study Associate / TMF Associate - Collegeville,"    InVentiv Health Clinical","Philadelphia, PA",NaN,Philadelphia
2813,Communications and Outreach Specialist,"    Drexel University Dornsife School of Public Health","Philadelphia, PA",NaN,Philadelphia
2814,Software Engineer - Machine Learning,"        Reed Elsevier","Philadelphia, PA",NaN,Philadelphia
2815,"Research/Sr. Research <b>Scientist</b>, DMB","        Incyte Corporation","Wilmington, DE 19803",NaN,Philadelphia
2816,<b>Data</b> <b>Scientist</b>,"        Liberty Personnel Services","Wilmington, DE","$140,000 a year",Philadelphia
2817,Bioinformatics <b>Scientist</b>,"        The Wistar Institute","Philadelphia, PA 19104 <span style=""font-size: smaller"">(Belmont area)</span>",NaN,Philadelphia
2818,Software Engineer - Machine Learning,"        Reed Elsevier","Philadelphia, PA",NaN,Philadelphia
2819,Downstream <b>Scientist</b> - Large Molecule,"    Eurofins Lancaster Laboratories Professional Scien...","Spring House, PA",NaN,Philadelphia
2820,"<b>Scientist</b>, Immunology","    Janssen Research &amp; Development, LLC.","Spring House, PA",NaN,Philadelphia
2821,Computational Biologist â€“ Cancer Epigenetics,"        GlaxoSmithKline","Collegeville, PA 19426",NaN,Philadelphia
2822,"Research/Sr. Research <b>Scientist</b>, DMB","        Incyte Corporation","Wilmington, DE 19803",NaN,Philadelphia
2823,Process Development <b>Scientist</b> / Engineer,"    Frontida BioPharm, Inc.","Philadelphia, PA 19124 <span style=""font-size: smaller"">(Juniata Park-Feltonville area)</span>",NaN,Philadelphia
2824,GIS Technology Task Lead,"        Vistronix","Philadelphia, PA",NaN,Philadelphia
2825,SR RESEARCH INVESTIGATOR PROJECT LEAD,"        University of Pennsylvania","Philadelphia, PA",NaN,Philadelphia
2826,Bioinformatics <b>Scientist</b>,"        The Wistar Institute","Philadelphia, PA 19104 <span style=""font-size: smaller"">(Belmont area)</span>",NaN,Philadelphia
2827,SR RESEARCH INVESTIGATOR PROJECT LEAD,"        University of Pennsylvania","Philadelphia, PA",NaN,Philadelphia
2828,Market Research &amp; Portfolio Analyst,"        Johnson Matthey","Conshohocken, PA",NaN,Philadelphia
2829,GIS Technology Task Lead,"        Vistronix","Philadelphia, PA",NaN,Philadelphia
2830,Environmental/Geological Specialist,"        Stantec","Plymouth Meeting, PA 19462",NaN,Philadelphia
2831,Associate Research <b>Scientist</b> - Biopharmaceutical,"        PPD","King of Prussia, PA",NaN,Philadelphia
2832,Computational Biologist â€“ Cancer Epigenetics,"        GlaxoSmithKline","Collegeville, PA 19426",NaN,Philadelphia
2833,Biostatistician,"        System One","Philadelphia, PA",NaN,Philadelphia
2834,Process Development <b>Scientist</b> / Engineer,"    Frontida BioPharm, Inc.","Philadelphia, PA 19124 <span style=""font-size: smaller"">(Juniata Park-Feltonville area)</span>",NaN,Philadelphia
2835,RESEARCH MANAGER,"        University of Pennsylvania","Philadelphia, PA",NaN,Philadelphia
2836,Project Manager DMC,"    ACI Clinical","Bala-Cynwyd, PA",NaN,Philadelphia
2837,Field Medical <b>Scientist</b> (MSL) - Oncology Melanoma/RCC (E. PA...,"        Bristol-Myers Squibb","Philadelphia, PA",NaN,Philadelphia
2838,Financial Analyst - Financial Planning and Analysis,"        VWR","Radnor, PA",NaN,Philadelphia
2839,CO-DIRECTOR OF BIOSTATISTICS AND INFORMATICS,"        University of Pennsylvania","Philadelphia, PA",NaN,Philadelphia
2840,Planner,"        Michael Baker International","Philadelphia, PA",NaN,Philadelphia
2841,Research Technician I,"        Howard Hughes Medical Institute","Philadelphia, PA",NaN,Philadelphia
2842,Market Research &amp; Portfolio Analyst,"        Johnson Matthey","Conshohocken, PA",NaN,Philadelphia
2843,"Principal, <b>Data</b> <b>Scientist</b>","        Comcast","Philadelphia, PA 19103 <span style=""font-size: smaller"">(Belmont area)</span>",NaN,Philadelphia
2844,Bioreactor <b>Scientist</b>,"    Eurofins Lancaster Laboratories Professional Scien...","West Point, PA",NaN,Philadelphia
2845,Associate Research <b>Scientist</b> - Biopharmaceutical,"        PPD","King of Prussia, PA",NaN,Philadelphia
2846,Commercial Manager,"        Reed Elsevier","Philadelphia, PA",NaN,Philadelphia
2847,Senior <b>Scientist</b> III,"        Planet Pharma","West Point, PA 19486",NaN,Philadelphia
2848,"Senior Manager, Statistical Methodology","    QuintilesIMS","Plymouth Meeting, PA",NaN,Philadelphia
2849,Clinical Project Manager (Observational Research),"        Planet Pharma","Upper Gwynedd, PA",NaN,Philadelphia
2850,"Director, Epidemiology/Statistician","    SSC","Philadelphia, PA",NaN,Philadelphia
2851,Clinical Sciences Intern,"        Nestle Nutrition","King of Prussia, PA",NaN,Philadelphia
2852,<b>Data</b> <b>Scientist</b>,"        Solvay","Bristol, PA",NaN,Philadelphia
2853,"Single Cell Biology - Screening, Profiling, and Mechanistic...","        GlaxoSmithKline","Collegeville, PA 19426",NaN,Philadelphia
2854,Academic Liaison Manager,"        GlaxoSmithKline","Philadelphia, PA",NaN,Philadelphia
2855,Research <b>Scientist</b> - Liver Group,"    Spark Therapeutics, Inc.","Philadelphia, PA",NaN,Philadelphia
2856,Senior Statistical <b>Scientist</b>/Associate Director Biostatistic...,"        CSL Behring","King of Prussia, PA",NaN,Philadelphia
2857,Senior Systems Engineer,"        Elsevier","Philadelphia, PA 19103 <span style=""font-size: smaller"">(Belmont area)</span>",NaN,Philadelphia
2858,Senior Hadoop Engineer/Architect,"        Reed Elsevier","Philadelphia, PA",NaN,Philadelphia
2859,Lab Support Specialist,"        VWR","Spring House, PA",NaN,Philadelphia
2860,Mid-Level Environmental <b>Scientist</b>,"        McCormick Taylor","Philadelphia, PA",NaN,Philadelphia
2861,"Sr. Staff <b>Scientist</b>, Pharmacology (non-oncology unit)","        Incyte Corporation","Wilmington, DE 19803",NaN,Philadelphia
2862,Analytical <b>Scientist</b>,"    Eurofins Lancaster Laboratories Professional Scien...","Spring House, PA",NaN,Philadelphia
2863,Statistical Programmer II,"        INC Research","King of Prussia, PA",NaN,Philadelphia
2864,<b>Data</b> Science Manager Healthcare,"    Harnham","Philadelphia, PA","$170,000 a year",Philadelphia
2865,Bench <b>Scientist</b> L1,"    SRG Woolf","King of Prussia, PA",NaN,Philadelphia
2866,Clinical Project Manager (Observational Research),"        Planet Pharma","Upper Gwynedd, PA",NaN,Philadelphia
2867,Clinical Investigation Lead,"        GlaxoSmithKline","King of Prussia, PA",NaN,Philadelphia
2868,Analytical <b>Scientist</b>,"    Eurofins Lancaster Laboratories Professional Scien...","Spring House, PA",NaN,Philadelphia
2869,Senior Hadoop Engineer/Architect,"        Reed Elsevier","Philadelphia, PA",NaN,Philadelphia
2870,Client Services Linguistic Analyst (Pharma Market Research),"    Verilogue, Inc","Horsham, PA 19044",NaN,Philadelphia
2871,Senior Software Engineer (Scala),"    Juno Search Partners","Philadelphia, PA 19107 <span style=""font-size: smaller"">(City Center East area)</span>","$120,000 a year",Philadelphia
2872,Statistical Programmer II,"        INC Research","King of Prussia, PA",NaN,Philadelphia
2873,Quantitative Research Analyst,"        Vanguard","Malvern, PA",NaN,Philadelphia
2874,UI Developer,"        Children's Hospital of Philadelphia","Philadelphia, PA 19104 <span style=""font-size: smaller"">(Belmont area)</span>",NaN,Philadelphia
2875,Bench <b>Scientist</b> L1,"    SRG Woolf","King of Prussia, PA",NaN,Philadelphia
2876,Global Principal Clinical <b>Scientist</b>,"        CSL Behring","King of Prussia, PA",NaN,Philadelphia
2877,Information Systems Web Developer Intern,"        Thermo Fisher Scientific","Philadelphia, PA 19113",NaN,Philadelphia
2878,Quantitative Research Analyst,"    Stevens Capital Management LP","Radnor, PA",NaN,Philadelphia
2879,Instrument Validation <b>Scientist</b>,"    Eurofins Lancaster Laboratories Professional Scien...","West Point, PA",NaN,Philadelphia
2880,Instrument Validation <b>Scientist</b>,"        Eurofins","West Point, PA",NaN,Philadelphia
2881,Global Head of BioAssets,"        GlaxoSmithKline","Upper Providence, PA",NaN,Philadelphia
2882,QA/QC Compliance Senior <b>Scientist</b>,"    Eurofins Lancaster Laboratories Professional Scien...","West Point, PA",NaN,Philadelphia
2883,Medical Information Therapeutic Area Director - Vaccines (TA...,"        GlaxoSmithKline","Philadelphia, PA",NaN,Philadelphia
2884,RESEARCH INVESTIGATOR SR,"        University of Pennsylvania","Philadelphia, PA",NaN,Philadelphia
2885,Senior Statistician/<b>Data</b> <b>Scientist</b>-PHARMA,"        Smith Hanley Associates","Horsham, PA","$120,000 a year",Philadelphia
2886,Senior Project Manager,"        Reed Elsevier","Philadelphia, PA",NaN,Philadelphia
2887,<b>Scientist</b> Commercialization / Process Development Support,"    Eurofins Lancaster Laboratories Professional Scien...","West Point, PA",NaN,Philadelphia
2888,SENIOR BIOINFORMATICS PROJECT COORDINATOR,"        University of Pennsylvania","Philadelphia, PA",NaN,Philadelphia
2889,<b>Data</b> Science Manager Healthcare,"    Harnham","Philadelphia, PA","$170,000 a year",Philadelphia
2890,Downstream <b>Scientist</b>,"    Eurofins Lancaster Laboratories Professional Scien...","West Point, PA",NaN,Philadelphia
2891,UI Design Developer,"        Reed Elsevier","Philadelphia, PA",NaN,Philadelphia
2892,Associate <b>Scientist</b> - Biopharmaceutical - based in King of P...,"        PPD","King of Prussia, PA",NaN,Philadelphia
2893,CLINICAL RESEARCH COORD B,"        University of Pennsylvania","Philadelphia, PA",NaN,Philadelphia
2894,Technical Product Manager,"        Reed Elsevier","Philadelphia, PA",NaN,Philadelphia
2895,Principal Software Engineer - Machine Learning,"        Reed Elsevier","Philadelphia, PA",NaN,Philadelphia
2896,DMPK Senior <b>Scientist</b>,"        GlaxoSmithKline","Upper Providence, PA",NaN,Philadelphia
2897,Research Manager,"        Anthem, Inc.","Wilmington, DE",NaN,Philadelphia
2898,Systems Engineer,"        Elsevier","Philadelphia, PA 19103 <span style=""font-size: smaller"">(Belmont area)</span>",NaN,Philadelphia
2899,<b>Data</b> <b>scientist</b>,"        VDart Inc","Philadelphia, PA",NaN,Philadelphia
2900,SRI NEUROLOGICAL DISEASES,"        University of Pennsylvania","Philadelphia, PA",NaN,Philadelphia
2901,"Team Lead, Statistical Programming, Remote","    BioStaff Solutions","Malvern, PA",NaN,Philadelphia
2902,Drug Acquisition Rep- Jefferson Specialty Pharmacy (A09),"        Thomas Jefferson University and Hospitals","Philadelphia, PA",NaN,Philadelphia
2903,Community Outreach Specialist,"        University of Pennsylvania","Philadelphia, PA",NaN,Philadelphia
2904,"Investigatorâ€“ DMPK, Mechanistic ADME","        GlaxoSmithKline","King of Prussia, PA",NaN,Philadelphia
2905,"PE Product Manager, Consumer","        Reed Elsevier","Philadelphia, PA",NaN,Philadelphia
2906,Environmental <b>Scientist</b>,"        AECOM","Conshohocken, PA",NaN,Philadelphia
2907,College Student Tech (Intern),"        Lockheed Martin","Cherry Hill, NJ 08002",NaN,Philadelphia
2908,Personal Care Formulation <b>Scientist</b>,"    Chatham Group","Philadelphia, PA 19148 <span style=""font-size: smaller"">(South Philadelphia area)</span>","$57,000 a year",Philadelphia
2909,<b>Data</b> <b>scientist</b>,"        VDart Inc","Philadelphia, PA",NaN,Philadelphia
2910,"<b>Scientist</b>, Certifying-Negative - Norristown, PA","        Quest Diagnostics","Norristown, PA",NaN,Philadelphia
2911,Advanced Analytics Manager,"        Vanguard","Malvern, PA",NaN,Philadelphia
2912,"Investigatorâ€“ DMPK, Mechanistic ADME","        GlaxoSmithKline","King of Prussia, PA",NaN,Philadelphia
2913,Principal Software Engineer - Machine Learning,"        Reed Elsevier","Philadelphia, PA",NaN,Philadelphia
2914,Process Modeling Engineer / CFD Engineer,"    Pharma Resource Group, Inc.","Fort Washington, PA",NaN,Philadelphia
2915,Software Developer- Internship,"        Reed Elsevier","Philadelphia, PA",NaN,Philadelphia
2916,<b>Scientist</b> Commercialization / Process Development Support,"        Eurofins","West Point, PA",NaN,Philadelphia
2917,"Manager, Biostatistics (Medical Affairs)","        Jazz Pharmaceuticals","Philadelphia, PA",NaN,Philadelphia
2918,Drug Acquisition Rep- Jefferson Specialty Pharmacy (A09),"        Thomas Jefferson University and Hospitals","Philadelphia, PA",NaN,Philadelphia
2919,<b>Scientist</b> - Biopharmaceutical,"        PPD","King of Prussia, PA",NaN,Philadelphia
2920,Sr. Digital Analyst,"        Elsevier","Philadelphia, PA 19103 <span style=""font-size: smaller"">(Belmont area)</span>",NaN,Philadelphia
2921,Technical Product Manager,"        Reed Elsevier","Philadelphia, PA",NaN,Philadelphia
2922,Technical <b>Data</b> Analyst Finance Analytics,"    Paragon Solutions Inc.","Plymouth Meeting, PA 19462",NaN,Philadelphia
2923,Post-doctoral fellow : Quantitative System Pharmacology,"        GlaxoSmithKline","King of Prussia, PA",NaN,Philadelphia
2924,Medical Information Therapeutic Area Director - Vaccines (TA...,"        GlaxoSmithKline","Philadelphia, PA",NaN,Philadelphia
2925,"Director, Big <b>Data</b> Governance","        Capital One","Wilmington, DE",NaN,Philadelphia
2926,Senior Quantitative Analyst,"        BB&amp;T","West Chester, PA 19380",NaN,Philadelphia
2927,Logistics Coordinator,"    Biocair, Inc","King of Prussia, PA 19406",$19 - $21 an hour,Philadelphia
2928,<b>Scientist</b> II,"    Cavalier IT Inc","Spring House, PA",NaN,Philadelphia
2929,Quantitative Finance Analyst 2017,"    Montgomery Investment Technology, Inc.","Cinnaminson, NJ 08077",NaN,Philadelphia
2930,CLINICAL RESEARCH COORD B,"        University of Pennsylvania","Philadelphia, PA",NaN,Philadelphia
2931,Clinical Study Associate Trial Master File â€“ TMF,"    inVentiv Health Clincal","Collegeville, PA","$50,000 - $62,000 a year",Philadelphia
2932,<b>Scientist</b> - III (Senior),"        Experis","West Point, PA 19486",$32 - $35 an hour,Philadelphia
2933,Instrument Validation &amp; Bioassay <b>Scientist</b>,"    Eurofins Lancaster Laboratories Professional Scien...","West Point, PA",NaN,Philadelphia
2934,"Investigator, Investigative Safety and Drug Disposition","        GlaxoSmithKline","King of Prussia, PA",NaN,Philadelphia
2935,"PE Product Manager, Consumer","        Reed Elsevier","Philadelphia, PA",NaN,Philadelphia
2936,UI Design Developer,"        Reed Elsevier","Philadelphia, PA",NaN,Philadelphia
2937,Staff Designer 1,"        T&amp;M Associates","Moorestown, NJ 08057",NaN,Philadelphia
2938,"Population Health <b>Data</b> <b>Scientist</b>, LIMR","        Main Line Health","Wynnewood, PA 19096",NaN,Philadelphia
2939,Summer Internship - Research &amp; Development Center,"        DuPont","Wilmington, DE",NaN,Philadelphia
2940,"Research / Sr. Research <b>Scientist</b>, Antibody Discovery","        Incyte Corporation","Wilmington, DE 19803",NaN,Philadelphia
2941,Sr. Statistical Programmer,"        DOCS","North Wales, PA 19454",NaN,Philadelphia
2942,Staff <b>Scientist</b>,"    Cavalier IT Solutions","Spring House, PA 19477",NaN,Philadelphia
2943,Internship - Composites &amp; Cast Sheet Engineer H/F,"        Arkema","King of Prussia, PA 19406",NaN,Philadelphia
2944,Senior Formulator,"    Lannett Company Inc.","Philadelphia, PA",NaN,Philadelphia
2945,"Program Manager, Human Genetics","    Coriell Institute for Medical Research","Camden, NJ",NaN,Philadelphia
2946,Clinical Research Protocol Analyst- Acurian (A PPD Company),"        PPD","Horsham, PA",NaN,Philadelphia
2947,<b>Scientist</b> - III (Senior),"        Experis","West Point, PA 19486",$32 - $35 an hour,Philadelphia
2948,Manager (Virology),"        CHARLES RIVER LABORATORIES","Malvern, PA 19355",NaN,Philadelphia
2949,Internship - Composites &amp; Cast Sheet Engineer H/F,"        Arkema","King of Prussia, PA 19406",NaN,Philadelphia
2950,Biological <b>Data</b> <b>Scientist</b> (DDM),"        GlaxoSmithKline","Collegeville, PA 19426",NaN,Philadelphia
2951,Quantitative Finance Analyst 2017,"    Montgomery Investment Technology, Inc.","Cinnaminson, NJ 08077",NaN,Philadelphia
2952,Staff Designer 1,"        T&amp;M Associates","Moorestown, NJ 08057",NaN,Philadelphia
2953,Health <b>Data</b> <b>Scientist</b>,"    Tandigm Health LLC","West Conshohocken, PA",NaN,Philadelphia
2954,"Principal, <b>Data</b> <b>Scientist</b> - Digital","        Comcast","Philadelphia, PA 19103 <span style=""font-size: smaller"">(Belmont area)</span>",NaN,Philadelphia
2955,Senior Formulator,"    Lannett Company Inc.","Philadelphia, PA",NaN,Philadelphia
2956,<b>Scientist</b> - Characterization,"        Teva Pharmaceuticals","West Chester, PA",NaN,Philadelphia
2957,Senior Research Software Developer - Computer Vision,"        Siemens","Malvern, PA",NaN,Philadelphia
2958,Senior Quality Test Engineer,"        Reed Elsevier","Philadelphia, PA",NaN,Philadelphia
2959,Senior Project Manager,"        Elsevier","Philadelphia, PA 19103 <span style=""font-size: smaller"">(Belmont area)</span>",NaN,Philadelphia
2960,Equity Investment Manager Research Analyst,"        Citi","Wilmington, DE",NaN,Philadelphia
2961,Program Leader to VP (DOE) - Immuno-Oncology,"        Incyte Corporation","Wilmington, DE 19803",NaN,Philadelphia
2962,Safety <b>Scientist</b>-UBC,"        Express Scripts","Blue Bell, PA 19424",NaN,Philadelphia
2963,Associate Director Study Logistics,"        CHARLES RIVER LABORATORIES","Horsham, PA",NaN,Philadelphia
2964,Associate Director - Clinical Pharmacology,"        CSL Behring","King of Prussia, PA",NaN,Philadelphia
2965,Biostatistician,"    Fresh Start Careers, LLC","Philadelphia, PA",NaN,Philadelphia
2966,Manager (Virology),"        CHARLES RIVER LABORATORIES","Malvern, PA 19355",NaN,Philadelphia
2967,<b>Scientist</b> / Research <b>Scientist</b> - Scientific <b>Data</b> Analysis an...,"    Arkema Americas","King of Prussia, PA",NaN,Philadelphia
2968,Platform Engineering Manager,"        Reed Elsevier","Philadelphia, PA",NaN,Philadelphia
2969,Talent Scout,"        AstraZeneca","Wilmington, DE",NaN,Philadelphia
2970,SAS Application Administrator,"    Pozent Corporation","Philadelphia, PA",NaN,Philadelphia
2971,Senior Research Software Developer - Computer Vision,"        Siemens","Malvern, PA",NaN,Philadelphia
2972,Technical <b>Data</b> Analyst Finance Analytics,"    Paragon Solutions Inc.","Plymouth Meeting, PA 19462",NaN,Philadelphia
2973,Statistical Programmer,"        Accenture","Berwyn, PA",NaN,Philadelphia
2974,Assistant Project Manager,"    Apex Life Sciences","North Wales, PA 19454",NaN,Philadelphia
2975,Biostatistician,"    Fresh Start Careers, LLC","Philadelphia, PA",NaN,Philadelphia
2976,<b>Scientist</b> / Research <b>Scientist</b> - Scientific <b>Data</b> Analysis an...,"    Arkema Americas","King of Prussia, PA",NaN,Philadelphia
2977,Program Leader to VP (DOE) - Solid Tumors,"        Incyte Corporation","Wilmington, DE 19803",NaN,Philadelphia
2978,Landscape Architect,"        Jacobs","Philadelphia, PA",NaN,Philadelphia
2979,Accountant - Corporate Finance and Control,"        VWR","Radnor, PA",NaN,Philadelphia
2980,Clinical Sciences Intern,"        NestlÃ© Nutrition","King of Prussia, PA",NaN,Philadelphia
2981,Global HPLC Columns Product Manager,"        Agilent Technologies","Wilmington, DE",NaN,Philadelphia
2982,Program Leader to VP (DOE) - Leukemias,"        Incyte Corporation","Wilmington, DE 19803",NaN,Philadelphia
2983,Import Compliance-Senior Specialist,"        VWR","Radnor, PA",NaN,Philadelphia
2984,<b>Data</b> <b>Scientist</b>,"    MeetMe","Philadelphia, PA",NaN,Philadelphia
2985,Senior Project <b>Scientist</b> for Emergency Response,"        Weston Solutions","West Chester, PA",NaN,Philadelphia
2986,Senior Process <b>Scientist</b>,"        Noramcoâ„¢","Wilmington, DE",NaN,Philadelphia
2987,Equity Investment Manager Research Analyst,"        Citi","Wilmington, DE",NaN,Philadelphia
2988,"Senior Associate, Digital Product Management","        Capital One","Wilmington, DE",NaN,Philadelphia
2989,Research Analyst,"        Fox Rothschild, LLP","Philadelphia, PA 19103 <span style=""font-size: smaller"">(Belmont area)</span>",NaN,Philadelphia
2990,"Research Manager, Research Operations - 126779","        Anthem, Inc.","Wilmington, DE 19801",NaN,Philadelphia
2991,Post-Doc Fellow - Surgery - Full Time,"        Thomas Jefferson University and Hospitals","Philadelphia, PA",NaN,Philadelphia
2992,1015 Big <b>Data</b> - <b>Data</b> <b>Scientist</b>,"        ReqRoute,Inc","Philadelphia, PA",NaN,Philadelphia
2993,Quality Test Engineer III,"        Reed Elsevier","Philadelphia, PA",NaN,Philadelphia
2994,"Portfolio Manager, Genomics - Life Science","        VWR","Radnor, PA",NaN,Philadelphia
2995,<b>Scientist</b>- Characterization,"        Eurofins","Malvern, PA",NaN,Philadelphia
2996,Scientific Project Manager,"        Synergy","Conshohocken, PA",NaN,Philadelphia
2997,Regulatory <b>Scientist</b> Assistant - II,"        Experis","West Point, PA 19486",NaN,Philadelphia
2998,Senior Software Engineer,"        Camden Coalition of Healthcare Providers","Camden, NJ 08102",NaN,Philadelphia
2999,Forensic Biologist III (Training Specialist),"        NMS Labs","Willow Grove, PA",NaN,Philadelphia
3000,Supply Chain <b>Scientist</b>,"        NFI Industries","Voorhees, NJ",NaN,Philadelphia
3001,Entry-Level Environmental <b>Scientist</b>,"        AECOM","Conshohocken, PA",NaN,Philadelphia
3002,Senior SAP Business Systems Engineer - Pricing and Invoicing,"        VWR","Radnor, PA",NaN,Philadelphia
3003,Software Engineer,"        Reed Elsevier","Philadelphia, PA",NaN,Philadelphia
3004,Nurse <b>Data</b> Manager II - Surgery,"        Thomas Jefferson University and Hospitals","Philadelphia, PA",NaN,Philadelphia
3005,<b>Scientist</b>- Characterization,"    Eurofins Lancaster Laboratories Professional Scien...","Malvern, PA",NaN,Philadelphia
3006,"Director, Adaptive Solutions","        Reed Elsevier","Philadelphia, PA",NaN,Philadelphia
3007,Sr. Digital Analyst,"        Reed Elsevier","Philadelphia, PA",NaN,Philadelphia
3008,"U.S. Medical Affairs Scientific Director, Gene Therapy / Rar...","        GlaxoSmithKline","Philadelphia, PA",NaN,Philadelphia
3009,Quality Assurance Engineer,"        Mobiquity","Wayne, PA",NaN,Philadelphia
3010,Experienced Electrocoat Formulation <b>Scientist</b>,"        Axalta Coating Systems","Wilmington, DE 19803",NaN,Philadelphia
3011,QA/QC Compliance Senior <b>Scientist</b>,"        Eurofins","West Point, PA",NaN,Philadelphia
3012,Clinical Research Nurse I - Neuro Surgery - Full Time,"        Thomas Jefferson University and Hospitals","Philadelphia, PA",NaN,Philadelphia
3013,Investment Grade Senior Municipal Credit Research Analyst,"        Vanguard","Malvern, PA",NaN,Philadelphia
3014,Machine Learning Specialist / <b>Data</b> <b>Scientist</b>,"    QuintilesIMS","Plymouth Meeting, PA",NaN,Philadelphia
3015,<b>Scientist</b> - III (Senior),"        Ascent Services Group","West Point, PA 19486",NaN,Philadelphia
3016,"Senior Analyst, Investment Risk Management, Quantitative Equ...","        Vanguard","Malvern, PA",NaN,Philadelphia
3017,"Financial Analyst, Clinical Solutions","        Elsevier","Philadelphia, PA 19103 <span style=""font-size: smaller"">(Belmont area)</span>",NaN,Philadelphia
3018,Statistician - CRA and Fair Banking Compliance (CFBC,"        TD Bank","Mount Laurel, NJ",NaN,Philadelphia
3019,"Research <b>Scientist</b>, Health Care Delivery Science, FT (MD, Ph...","        Nemours Children's Health System","Wilmington, DE 19803",NaN,Philadelphia
3020,STATISTICAL ANALYST,"    Techdata Service Company LLC","King of Prussia, PA 19406",NaN,Philadelphia
3021,<b>DATA</b> <b>SCIENTIST</b>,"        University of Pennsylvania","Philadelphia, PA",NaN,Philadelphia
3022,Scientific Associate Project Manager,"        Synergy","Conshohocken, PA",NaN,Philadelphia
3023,Investment <b>Data</b> <b>Scientist</b>,"        Vanguard","Malvern, PA",NaN,Philadelphia
3024,Software Engineering Lead,"        Reed Elsevier","Philadelphia, PA",NaN,Philadelphia
3025,"Financial Analyst, Clinical Solutions","        Elsevier","Philadelphia, PA 19103 <span style=""font-size: smaller"">(Belmont area)</span>",NaN,Philadelphia
3026,Senior Analytical Chemist,"        PPD","King of Prussia, PA",NaN,Philadelphia
3027,"Senior Analyst, Investment Risk Management, Quantitative Equ...","        Vanguard","Malvern, PA",NaN,Philadelphia
3028,"Postdoctoral Teaching Fellow, Chemistry (2 Year)","        Ursinus College","Collegeville, PA 19426",NaN,Philadelphia
